true_class,cluster_full,aligned_class_full,cluster_pca,aligned_class_pca
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,2,1,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,2,1,1,2
2,2,1,1,2
2,2,1,1,2
2,2,1,2,1
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,2,1,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,2,1,1,2
2,2,1,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,2,1,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,2,1,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
2,1,2,1,2
